Unit Number,Notes,Model,Serial Number
USAX 1273,Sold to RVPR,RS-4-TC,61228
USAX 1400,"SP 5800, USAX 001",GP9E,25100
USAX 1401,"ex-SP 5873, 3709, not reblt by SP",GP9,25632
USAX 1403,,65Tonner,
USAX 1607,,80Tonner,31817
USAX 1622,,DE80,3345
USAX 1625,,DE80,3348
USAX 1628,,DE80,3351
USAX 1634,,DE80,3357
USAX 1638,,80Tonner,31345
USAX 1639,,80Tonner,31346
USAX 1641,,80Tonner,31348
USAX 1646,,80Tonner,31353
USAX 1647,Sold to NLA,80Tonner,31354
USAX 1650,Clear Air Force Station. Sold to NVRR,80Tonner,31357
USAX 1654,"assigned Fort Campbell, KY",80Tonner,31360
USAX 1656,"assigned Fort Campbell, KY",80Tonner,31363
USAX 1657,,80Tonner,31364
USAX 1658,Sold to NLA,80Tonner,31365
USAX 1659,,80Tonner,31366
USAX 1661,Tooele Army Depot,80Tonner,31368
USAX 1663,Ft. Eustis,80Tonner,31370
USAX 1667,Red River Army Depot. Sold to SVTX,80Tonner,31374
USAX 1674,Letterkenny A.D.,80Tonner,31381
USAX B1674,Invalid Entry B not part of number,80Tonner,31381
USAX 1675,,80Tonner,31382
USAX 1676,Sold to NLA,80Tonner,31383
USAX 1677,"Military Ocean Terminal Bayonne, NJ",80Tonner,31384
USAX 1678,,80Tonner,
USAX 1679,Clear Air Force Station,80Tonner,31386
USAX 1682,Tooele Army Depot,80Tonner,31389
USAX 1685,Letterkenny A.D.,80Tonner,31392
USAX B1685,Invalid Entry B not part of number,80Tonner,31392
USAX 1692,Blt 12-51 Savanah Site SROX 103. Sold to NLA,80Tonner,31320
USAX 1694,ex-USN 65-00387,80Tonner,31853
USAX 1809,,MRS1,15874
USAX 1811,Ft. Eustis  - USATC Museum,MRS1,15876
USAX 1813,,MRS1,15878
USAX 1820,,MRS1,15885
USAX 1823,,GP7,15693
USAX 1829,US Army Class H12-44.,H-12-44,
USAX 1843,,H-12-44,12L667
USAX 1844,,H-12-44,12L668
USAX 1846,one of 20 blt for US Army 1/53,H-12-44,12L670
USAX 1847,,H-12-44,12L671
USAX 1849,"Museum Versailles, Ky",H-12-44,12L673
USAX 1850,,H-12-44,12L674
USAX 1853,,H-12-44,12L677
USAX 1854,,H-12-44,12L678
USAX 1855,,H-12-44,12L679
USAX 1856,Preserved at Niles Canyon Rly as SP 1487,H-12-44,12L680
USAX 1857,,H-12-44,
USAX 1858,,H-12-44,12L682
USAX 1861,,H-12-44,12L685
USAX 1865,"Sold to RSSM, to SSC",NW2,2385
USAX 1868,"ex-IC 9176, ex-ICG 8144",GP10,20814
USAX 1869,"Sunny Point, MOT, ex-ICG 8149",GP10,23829
USAX 1870,Holston AAP,GP10,18808
USAX 1872,"Sunny Point, MOT",GP10,20284
USAX 1873,Ft. Lewis,GP10,20758
USAX 1876,"ex-IC 9207, ex-ICG 8176",GP10,22330
USAX 1878,,GP10,
USAX 1880,Ft. Eustis,GP10,22541
USAX V-1923,Narrow Gauge,0-6-0T,4770
USAX V1923,Built in 1946,0-6-0T,4770
USAX 1943,,65Tonner,17886
USAX 2000,To TVRM,SW8,14995
USAX 2002,,SW8,14997
USAX 2007,Sold to KFRX,SW8,15002
USAX 2008,blt by EMD in Cleveland,SW8,15003
USAX 2009,To USMC 289538,SW8,15004
USAX 2010,Sold to AOK,SW8,15005
USAX 2015,"05/1951, 7008-16",SW8,15010
USAX 2016,"Paris, KY",SW8,15011
USAX 2022,,SW8,
USAX 2030,,SW8,15025
USAX 2035,Ft. Hood,SW8,15030
USAX 2036,Ft. Hood,SW8,15031
USAX B2041,"1953, multi-gauge trucks",MRS-1,80357
USAX 2044,,MRS-1,80360
USAX B2044,,MRS-1,80360
USAX 2047,,MRS-1,80363
USAX B-2051,,MRS-1,80367
USAX 2052,,MRS-1,80368
USAX B2052,,MRS-1,80368
USAX 2056,,MRS-1,80372
USAX B2059,,MRS-1,80375
USAX B-2068,Museum Switcher,MRS-1,80384
USAX B-2069,At St Louis County Museum Of Transportation,MRS-1,80385
USAX B2069,,MRS-1,80385
USAX B-2070,Sold to TSWR,MRS-1,80386
USAX B2071,"1954, mult-gauge trucks",MRS-1,80387
USAX 2074,Only a truck is left,MRS-1,80390
USAX B-2080,,MRS-1,80394
USAX B2080,,MRS-1,
USAX B-2081,,MRS-1,80395
USAX B2081,,MRS-1,
USAX B2082,,MRS-1,80398
USAX 2085,,MRS-1,
USAX 2086,,MRS-1,80402
USAX 2089,,MRS-1,
USAX 2090,,MRS-1,
USAX 2096,,MRS-1,80329
USAX 2098,ALCo MRS-1,MRS-1,80331
USAX 2104,"to USAF in 1979, to SDRM in 1991",MRS-1,80337
USAX 2122,US ARMY 2122/ UNS 0544,MRS-1,80355
USAX 2358,Gas Mechanical; blt 7/41,20 Tonner,2358
USAX 2630,re-numbered 612 in 1954,2-8-0,
USAX 4002,,RS-4-TC,61232
USAX 4003,,RS-4-TC,61233
USAX 4007,,RS-4-TC,61237
USAX 4009,Sold to BJRY,RS-4-TC,61239
USAX 4013,4/54,RS-4-TC,61243
USAX 4014,Sold to BLR,RS-4-TC,61244
USAX 4015,,RS-4-TC,61245
USAX 4017,,RS-4-TC,61247
USAX 4018,Sold to BJRY,RS-4-TC,61248
USAX 4020,Ft. Eustis,RS-4-TC,61250
USAX 4022,,RS-4-TC,61252
USAX 4029,Sold to RVPR,RS-4-TC,61259
USAX 4030,,RS-4-TC,61260
USAX 4032,NRE Mt. Vernon Shops,RS-4-TC,61262
USAX 4033,,RS-4-TC,61263
USAX 4034,Ft. Eustis,RS-4-TC,61264
USAX 4035,Longhorn & Western 4035,RS-4-TC,61265
USAX 4036,,RS-4-TC,61266
USAX 4039,,0-6-0,70421
USAX 4041,Built 7/1953,RS-4-TC,61230
USAX 4600,Ft. McCoy,GP10,23813
USAX 4601,"ex-ICG 8339, to TVAX 4601",GP10,23843
USAX 4602,"blt as IC GP18 9418, ICG 8418",GP10,28281
USAX 4605,Ft McCoy,GP10,23832
USAX 4606,Ft. Leonard Wood,GP10,14717
USAX 4607,Ft. Leonard Wood,GP10,20834
USAX 4608,ex-UP,GP10,19218
USAX 4609,ex-UP,GP10,19256
USAX 4610,"ex-UP 171B, ex-ICG 8240",GP10,19247
USAX 4611,Ft. Carson,GP9R,25466
USAX 4612,Ft. Stewart,GP9R,25050
USAX 4613,Ft. Riley,GP10,20792
USAX 4614,Ft. Hood,GP10,22286
USAX 4615,,GP10,23823
USAX 4616,Barstow (fomer Ft. Eustis),GP10,23805
USAX 4620,ex-IC,GP10,20170
USAX 4621,ex ICG GP9 8173,GP10,20811
USAX 4623,ex-IC,GP10,23846
USAX 4624,Ft. Eustis,GP10,19278
USAX 4625,ex-IC,GP10,23866
USAX 4626,GP16 ex-CSX 1702,GP16,12295
USAX 4627,"Seneca Army depot, McAlester Army depot",GP16,13537
USAX 4628,Ft. Carson,GP16,17495
USAX 4630,Ft. Stewart,GP16,22647
USAX 4631,"Ex-SAL 621, SCL, SBD, CSX, VMV. Sold to NREX, to FWWR",GP40,31790
USAX 4633,Ft. Carson,GP16,13536
USAX 4634,Holston AAP,GP16,
USAX 4635,Ft. Eustis,GP16,22631
USAX 4636,"Ft. McCoy, former Ft. Bliss; nee SAL 1958, rebuilt to GP16 as SCL 1032",GP16,22629
USAX 4639,Ex-SP.,GP9R,25120
USAX 4640,,GP9R,22912
USAX 4642,Ft. Stewart,GP20,27109
USAX 4643,,GP10,26951
USAX 4646,"Sunny Point, MOT",GP40,33730
USAX 4647,"Sunny Point, MOT",GP40,31798
USAX 4648,MOT Concord,VO-1000M,64261
USAX 4649,"MOTCO, DRMO 2017 to OKRX",SW1200,18759
USAX 4650,MOT Concord,GP10,22306
USAX 4651,MOT Concord,GP10,23851
USAX 4652,Ft. Hood,GP40,38498
USAX 4653,Ft. Carson reblt 1/04,GP40M-2,33450
USAX 4654,Ft. Leonard Wood,GP40-2,7359-1
USAX 4655,Ft. Hood,GP40-2,7359-8
USAX 4670,ex-VRE V21,GP40PH-2,34628
USAX 4671,ex-VRE V22,GP40PH-2,32657
USAX 4672,ex-VRE V24,GP40PH-2,38488
USAX 4700N,"RS4-TC, Built 11/53",112 Tonner,3427
USAX 5001,,0-6-0,
USAX 5002,"Project 02, Boyertown, PA",0-6-0T,7462
USAX 5006,,0-6-0T,7466
USAX 5012,,0-6-0T,7486
USAX 5197,"East Somerset Railway, UK",2-8-0,8856
USAX 6000,"blt 6/05, GG20B, donor PAL 8324",GS14B,21376
USAX 6001,"blt 6/05, GG20B, donor PAL 8332",GS14B,19019
USAX 6002,"blt 6/05, GG20B, donor TM 855",GS14B,27857
USAX 6003,"blt 6/06, donor WC 2057",GG20B,29824
USAX 6004,,GG20B,
USAX 6500,,3GS21B,
USAX 6501,diverted from BNSF order,3GS21B,058-0112
USAX 6502,Ft. Lewis,3GS21B,068-0167
USAX 6503,Ft. Lewis,3GS21B,058-0168
USAX 6505,,3GS21B,
USAX 6506,Ft. Carson,3GS21B,
USAX 6507,FT. Stewart,3GS21B,058-0165
USAX 6508,Cape Fear Railways,3GS21B,
USAX 6513,,3GS21B,058-0225
USAX 6514,FT. Stewart bld 6/13,3GS21B,058-0226
USAX 6515,,3GS21B,058-0227
USAX 6516,3GS21B-DE,3GS21B,058-0228
USAX 6519,,UNKNOWN,
USAX 6520,,UNKNOWN,
USAX 6522,,3GS21B,
USAX 7019,,44Tonner,
USAX 7047,,45Tonner,15246
USAX 7100,,S2,70225
USAX 7108,,S2,70267
USAX 7134,,S1,69684
USAX 7143,,VO-1000,67739
USAX 7145,,70Tonner,15740
USAX 7156,,UNKNOWN,
USAX 7165,"Cutiss Bay Ord. Depot. Sold to SLGW, to UTCX",65Tonner,15889
USAX 7174,1942,65Tonner,13157
USAX 7178,"Built in April of 1943, currently operating at Ohio Railway Museum.",65Tonner,17861
USAX 7285,,80Tonner,17892
USAX 7299,Model JL,18 tonner,4252
USAX 7315,assigned Green River Ord. Depot R-2,45Tonner,15866
USAX 7318,Sold to HVSR,45Tonner,15277
USAX 7320,Elwood Ordinance Plant 1,45Tonner,12980
USAX 7341,,65Tonner,15653
USAX 7348,Edgewood Arsenal 6500,65Tonner,15163
USAX 7367,,80Tonner,17755
USAX 7371,"blt as Hunken Conkey Construction 1002, to USAX 1002. Sold to HCC, to ACJR",S1,69464
USAX 7372,assigned to Red River Ordnance Depot,S1,69514
USAX 7374,,S1,69594
USAX 7376,,80Tonner,15671
USAX 7403,"EMC Model 40 Cushing Stone 26, ex USAX 7403",40 Ton,1834
USAX 7404,,44Tonner,
USAX 7467,,VO-1000,67738
USAX 7485,assigned to Plum Brook Ordinance Works,45Tonner,13133
USAX 7486,Ogden Quartermaster Depot,45Tonner,15867
USAX 7492,,44Tonner,
USAX 7497,assigned to Camp Roberts,45Tonner,17849
USAX 7625,,25 Tonner,
USAX 7706,,20 Tonner,2359
USAX 7750,"Port of Embarkation, San Francisco",25 Tonner,15811
USAX 7751,"Port of Embarkation, San Francisco",25 Tonner,15860
USAX 7765,Kelly Army Air Field,25 Tonner,18143
USAX 7882,,44Tonner,
USAX 7923,,44Tonner,17934
USAX 7926,,45Tonner,
USAX 7929,,45Tonner,27636
USAX 8011,"ex-ASAB 902, to USAX 8011, then ARR 1034",RSD1,69427
USAX 8015,,RSD1,70636
USAX 8016,,RSD1,70637
USAX 8018,,RSD1,70639
USAX 8025,,RSD1,70646
USAX 8027,to FRA #017,RSD1,70648
USAX 8030,,RSD1,70651
USAX 8034,,RSD1,70655
USAX 8039,,RSD1,70660
USAX 8450,,65 Tonner,60456
USAX 8521,,45Tonner,27599
USAX 8537,blt for overseas operations in Iran,45Tonner,18046
USAX 8651,1/1945,RSD1,72144
USAX 8658,to TVA in 1958,RSD1,72151
USAX 8661,,RSD1,72154
USAX 8662,to USAF 8662,RSD1,72155
USAX 8669,Eglin AFB - Florida,RSD1,72162
USAX 8677,,RSD1,72170
